lease_bs_brand_jqxx.brandid,lease_bs_brand_jqxx.brandname,lease_bs_brand_jqxx.brandnameen,lease_bs_brand_jqxx.brandnamech,lease_bs_brand_jqxx.recordstatus,lease_bs_brand_jqxx.formatname,lease_bs_brand_jqxx.mainformatname,lease_bs_brand_jqxx.detailformatname
11040,黛尔斯,无,黛尔斯,ACTIVE,生活精品,鞋品箱包,箱包
11041,黛安芬,无,黛安芬,ACTIVE,生活精品,家居家用,内衣袜品
11046,大润发,RT-MART,大润发,ACTIVE,大型零售,超市,平价超市
11047,big apple,big apple,big apple,ACTIVE,餐饮美食,饮品烘焙,甜品
11048,大卡司,dakasi,大卡司,ACTIVE,餐饮美食,饮品烘焙,奶茶
11050,金鸡运动,无,金鸡运动,ACTIVE,生活精品,运动,时尚运动
11052,大茶杯,无,大茶杯,ACTIVE,餐饮美食,饮品烘焙,奶茶
11053,大澳珠宝,无,大澳珠宝,ACTIVE,生活精品,黄金珠宝,钻石
11055,达人甜品,无,达人甜品,ACTIVE,餐饮美食,饮品烘焙,甜品
11056,萃舍,无,萃舍,ACTIVE,生活精品,个人护理,化妆品
11057,萃华珠宝,无,萃华珠宝,ACTIVE,生活精品,黄金珠宝,黄金
11058,创意品味,无,创意品味,ACTIVE,儿童业态,儿童零售,文教玩具
6529,EXCEPTION,EXCEPTION,EXCEPTION,ACTIVE,服装服饰,女装,淑女
6530,ICICLE,ICICLE,ICICLE,ACTIVE,服装服饰,女装,少淑女
6532,LANCY,LANCY,LANCY,ACTIVE,服装服饰,女装,淑女
6534,EVE NEW YORK,EVE NEW YORK,EVE NEW YORK,ACTIVE,服装服饰,女装,少淑女
6524,MOISELLE,MOISELLE,MOISELLE,ACTIVE,服装服饰,女装,少淑女
6525,CAGLIARI EXCHANGE,CAGLIARI EXCHANGE,CAGLIARI EXCHANGE,ACTIVE,服装服饰,女装,少淑女
6704,MeccaDNM麦珈,MeccaDNM,MeccaDNM麦珈,ACTIVE,生活精品,时尚潮流,潮流集合
6709,TIMBERLAND,TIMBERLAND,TIMBERLAND,ACTIVE,生活精品,鞋品箱包,鞋品
6711,NAUTICA,NAUTICA,NAUTICA,ACTIVE,服装服饰,男女集合,国内休闲
6713,jack wolfskin,jack wolfskin,jack wolfskin,ACTIVE,生活精品,运动,户外运动
6558,ARTIS,ARTIS,ARTIS,ACTIVE,服装服饰,女装,淑女
1018556,江南宴遇,无,江南宴遇,ACTIVE,餐饮美食,中餐,时尚融合菜
1018581,杨裕兴,无,杨裕兴,ACTIVE,餐饮美食,简餐,中式面
1016869,鲁悦楼,无,鲁悦楼,ACTIVE,餐饮美食,中餐,鲁京菜
1017018,z-shine,z-shine,z-shine,ACTIVE,服装服饰,男女集合,国内休闲
1017119,榆舍,无,榆舍,ACTIVE,餐饮美食,烧烤,铁板烧
1018438,ICOME手握披萨,无,ICOME手握披萨,ACTIVE,餐饮美食,异国餐饮,意餐
1018448,巴罗萨,无,巴罗萨,ACTIVE,餐饮美食,异国餐饮,法餐
1018450,燕氏小厨,无,燕氏小厨,ACTIVE,餐饮美食,中餐,云贵菜
1018451,春之百合,无,春之百合,ACTIVE,餐饮美食,简餐,中式快餐
1018524,玉满堂,无,玉满堂,ACTIVE,餐饮美食,简餐,水饺
1018549,YA-TA-TA,无,YA-TA-TA,ACTIVE,服装服饰,男女集合,国内休闲
1016909,赛美滋,无,赛美滋,ACTIVE,餐饮美食,简餐,茶餐厅
1016962,海皇宫膳鼎,无,海皇宫膳鼎,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
1016970,莲山,无,莲山,ACTIVE,餐饮美食,中餐,时尚融合菜
1016978,coolmax,coolmax,coolmax,ACTIVE,服装服饰,男女集合,国内休闲
1017070,摩尔美学,无,摩尔美学,ACTIVE,儿童业态,儿童教育,儿童培训
1014646,无名小子重庆鸡公煲,无,无名小子重庆鸡公煲,ACTIVE,餐饮美食,锅类,煲类
1014654,蜀巴烤鱼,无,蜀巴烤鱼,ACTIVE,餐饮美食,烧烤,烤鱼
1014695,Fornarina,Fornarina,Fornarina,ACTIVE,生活精品,时尚潮流,潮流集合
1015552,15MINS,15MINS,15MINS,ACTIVE,生活精品,鞋品箱包,鞋品
1015553,Q一夏甜甜圈,无,Q一夏甜甜圈,ACTIVE,餐饮美食,饮品烘焙,甜品
1015585,馥沁园,无,馥沁园,ACTIVE,主题体验,休闲娱乐,酒吧
1014872,瓦斯,无,瓦斯,ACTIVE,服装服饰,男女集合,国内休闲
1015896,轩谛,Chetti Rouge,轩谛,ACTIVE,生活精品,个人护理,化妆品
1015898,KENZO,无,KENZO,ACTIVE,生活精品,个人护理,香薰
1015902,大渔渔乐生活馆,无,大渔渔乐生活馆,ACTIVE,餐饮美食,烧烤,铁板烧
1015926,羽映像,无,羽映像,ACTIVE,体验业态,生活服务,摄影冲印
1015929,爱花坊,无,爱花坊,ACTIVE,体验业态,生活服务,婚庆花艺
1015930,GEROLAMO,无,GEROLAMO,ACTIVE,服装服饰,女装,少淑女
1015886,咏蛙田鸡,无,咏蛙田鸡,ACTIVE,餐饮美食,锅类,干锅
1015212,丹凤羽,无,丹凤羽,ACTIVE,服装服饰,女装,少淑女
7483,陶然居,无,陶然居,ACTIVE,大型餐饮,大酒楼,大酒楼
7484,洞庭春,无,洞庭春,ACTIVE,大型餐饮,大酒楼,大酒楼
7485,湘江红酒楼,无,湘江红酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7487,湘君府,无,湘君府,ACTIVE,大型餐饮,大酒楼,大酒楼
7488,蜀国演义,无,蜀国演义,ACTIVE,大型餐饮,大酒楼,大酒楼
7489,明星花园酒店,无,明星花园酒店,ACTIVE,主题体验,酒店,星级酒店
9933,淑女屋床品,无,淑女屋床品,ACTIVE,生活精品,家居家用,家居家饰
9936,视力健,无,视力健,ACTIVE,生活精品,杂品配饰,眼镜
9937,式和纺织,suit model,式和纺织,ACTIVE,生活精品,杂品配饰,杂品集合
9938,世纪缘,无,世纪缘,ACTIVE,生活精品,黄金珠宝,钻石
9939,士品集,无,士品集,ACTIVE,生活精品,杂品配饰,配饰
9940,食尚道,无,食尚道,ACTIVE,餐饮美食,中餐,时尚融合菜
9941,食彩美印度咖喱,无,食彩美印度咖喱,ACTIVE,餐饮美食,异国餐饮,印度餐
9942,水精之恋,无,水精之恋,ACTIVE,生活精品,杂品配饰,配饰
9944,时尚殿堂美发,无,时尚殿堂美发,ACTIVE,体验业态,专业美护,美容美发
9946,时代回响,无,时代回响,ACTIVE,儿童业态,儿童零售,文教玩具
9947,时代环宇,无,时代环宇,ACTIVE,生活精品,数码电子,数码单品
9954,狮盾家瓷,无,狮盾家瓷,ACTIVE,生活精品,杂品配饰,杂品集合
9956,诗宾那提,无,诗宾那提,ACTIVE,餐饮美食,饮品烘焙,甜品
9958,盛世江南,无,盛世江南,ACTIVE,餐饮美食,中餐,杭帮菜
9959,盛视国际眼镜,无,盛视国际眼镜,ACTIVE,生活精品,杂品配饰,眼镜
9960,胜达数码,无,胜达数码,ACTIVE,生活精品,数码电子,数码集合
9964,声雨竹,Shengyuzhu,声雨竹,ACTIVE,服装服饰,女装,淑女
9966,LU户外旅行,无,LU户外旅行,ACTIVE,生活精品,运动,户外运动
9968,生活大福库,无,生活大福库,ACTIVE,生活精品,家居家用,家居家饰
9970,申涌,无,申涌,ACTIVE,生活精品,运动,户外运动
9973,尚雅铁板烧,无,尚雅铁板烧,ACTIVE,餐饮美食,烧烤,铁板烧
9974,尚品国际,无,尚品国际,ACTIVE,体验业态,专业美护,美容美发
9975,尚品聚,无,尚品聚,ACTIVE,生活精品,家居家用,家居家饰
9976,尚品,无,尚品,ACTIVE,餐饮美食,简餐,中式快餐
9979,上海银行,无,上海银行,ACTIVE,体验业态,生活服务,其他生活服务
10839,VIKI,无,VIKI,ACTIVE,服装服饰,女装,淑女
10845,V18,无,V18,ACTIVE,服装服饰,女装,少淑女
10848,U-SHOW,U-SHOW,U-SHOW,ACTIVE,生活精品,个人护理,化妆品
10850,UQ,无,UQ,ACTIVE,生活精品,鞋品箱包,箱包
11206,blablabra,无,blablabra,ACTIVE,服装服饰,男女集合,国内休闲
11210,芭娜芭娜,无,芭娜芭娜,ACTIVE,服装服饰,女装,少淑女
11212,天使爱美丽,无,天使爱美丽,ACTIVE,体验业态,专业美护,美容美发
11218,厚木,无,厚木,ACTIVE,生活精品,家居家用,内衣袜品
7039,雅柔,YAROU,雅柔,ACTIVE,服装服饰,女装,少淑女
7042,五丁目衣舍,无,五丁目衣舍,ACTIVE,服装服饰,女装,少淑女
7044,秋水伊人,Lady Forever,秋水伊人,ACTIVE,服装服饰,女装,少淑女
6386,生态良品,ecogoods,生态良品,ACTIVE,生活精品,家居家用,家居家饰
6388,Tupperware,Tupperware,Tupperware,ACTIVE,生活精品,家居家用,厨卫用品
6390,爱乐游,.e-kidsisland,爱乐游,ACTIVE,儿童业态,儿童娱乐,儿童乐园
6391,悠游堂,yuyuto,悠游堂,ACTIVE,儿童业态,儿童娱乐,儿童乐园
6392,雷诺瓦拼图,无,雷诺瓦拼图,ACTIVE,儿童业态,儿童零售,文教玩具
6393,拉斐尔拼图,RAPHAELPUZZLE,拉斐尔拼图,ACTIVE,儿童业态,儿童零售,文教玩具
6397,樱桃小丸子,Chibi Maruko Chan,樱桃小丸子,ACTIVE,儿童业态,儿童零售,文教玩具
6399,精典泰迪,classic teddy,精典泰迪,ACTIVE,儿童业态,儿童零售,儿童服饰
6400,bban,bban,bban,ACTIVE,儿童业态,儿童零售,儿童服饰
6782,埃古,RI＆G,埃古,ACTIVE,服装服饰,男女集合,国内休闲
6793,欧博,OOBOOHK,欧博,ACTIVE,服装服饰,男女集合,国内休闲
6794,左树,letree,左树,ACTIVE,服装服饰,男女集合,国内休闲
6801,衫国演义,无,衫国演义,ACTIVE,服装服饰,男女集合,国内休闲
6811,军备酷,army cool,军备酷,ACTIVE,生活精品,运动,户外运动
11061,川味观,无,川味观,ACTIVE,餐饮美食,锅类,川渝火锅
11063,川府老妈,无,川府老妈,ACTIVE,餐饮美食,中餐,川菜
11064,湘水情,无,湘水情,ACTIVE,餐饮美食,中餐,湘菜
11066,城市人家秘方排骨米饭,无,城市人家秘方排骨米饭,ACTIVE,餐饮美食,中餐,东北菜
11070,成都银行,无,成都银行,ACTIVE,体验业态,生活服务,其他生活服务
10427,绝代佳人,CHINA BEANTY,绝代佳人,ACTIVE,生活精品,杂品配饰,配饰
11060,传奇台球,legend,传奇台球,ACTIVE,主题体验,休闲娱乐,健身会所
10429,娟子美甲,无,娟子美甲,ACTIVE,体验业态,专业美护,美睫美甲
10430,聚翁,无,聚翁,ACTIVE,大型餐饮,大酒楼,大酒楼
10432,巨晴,Geaty,巨晴,ACTIVE,服装服饰,女装,淑女
10433,菊樱,无,菊樱,ACTIVE,餐饮美食,异国餐饮,日式料理
10434,居中知味,OOU！,居中知味,ACTIVE,生活精品,杂品配饰,杂品集合
10435,酒实佳,90PLUS,酒实佳,ACTIVE,生活精品,烟酒食品,烟酒茶
10439,九牧王,joeone,九牧王,ACTIVE,服装服饰,男装,时尚
10440,九毛九,无,九毛九,ACTIVE,餐饮美食,简餐,中式面
10442,高登眼镜,GordanGlasses,高登眼镜,ACTIVE,生活精品,杂品配饰,眼镜
10443,精石记,无,精石记,ACTIVE,生活精品,黄金珠宝,其他珠宝
10445,睛彩眼镜,无,睛彩眼镜,ACTIVE,生活精品,杂品配饰,眼镜
1017140,LinkUS,LinkUS,LinkUS,ACTIVE,生活精品,数码电子,数码集合
1018832,皇家盛世,ROYAL PEACEFUL,皇家盛世,ACTIVE,生活精品,杂品配饰,配饰
1018834,大明眼镜,无,大明眼镜,ACTIVE,生活精品,杂品配饰,眼镜
1018726,川名堂,无,川名堂,ACTIVE,生活精品,烟酒食品,零食
1018730,喜多,无,喜多,ACTIVE,餐饮美食,烧烤,铁板烧
1018745,九十海里,无,九十海里,ACTIVE,餐饮美食,锅类,清汤火锅
1017200,碧琦,BIQI,碧琦,ACTIVE,服装服饰,女装,淑女
1017207,Sliver Lily,SILVER LILY,Sliver Lily,ACTIVE,生活精品,杂品配饰,配饰
1017209,Slivertown,Silvertown,Slivertown,ACTIVE,生活精品,杂品配饰,配饰
1017798,大娟子美甲,无,大娟子美甲,ACTIVE,体验业态,专业美护,美睫美甲
1018399,爱斯米牛排,无,爱斯米牛排,ACTIVE,餐饮美食,自助餐,西式自助
1016870,嘎嘎果仙,GAGASWEET,嘎嘎果仙,ACTIVE,餐饮美食,饮品烘焙,果汁
1017043,超群,无,超群,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1016106,BALINA,BALINA,BALINA,ACTIVE,体验业态,专业美护,美容美发
1016114,君和子悦,无,君和子悦,ACTIVE,餐饮美食,中餐,素食餐厅
7215,天泰,SIMPLY THAI,天泰,ACTIVE,餐饮美食,异国餐饮,泰餐
7216,泰泰泰,THAI THAI THAI,泰泰泰,ACTIVE,餐饮美食,异国餐饮,泰餐
7217,汉泰,Hantai Asia Restaurst,汉泰,ACTIVE,餐饮美食,异国餐饮,泰餐
7218,金链花,无,金链花,ACTIVE,餐饮美食,异国餐饮,泰餐
7219,泰辣椒,Phrik Thai,泰辣椒,ACTIVE,餐饮美食,异国餐饮,泰餐
7119,I'M DAVID,I'M DAVID,I'M DAVID,ACTIVE,服装服饰,男装,潮流
1013866,韩星,无,韩星,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1013945,S2.SQUARE,无,S2.SQUARE,ACTIVE,服装服饰,男装,潮流
7125,TONY WEAR,TONY WEAR,TONY WEAR,ACTIVE,服装服饰,男装,潮流
7127,ELLE HOMME,ELLE HOMME,ELLE HOMME,ACTIVE,服装服饰,男装,时尚
7133,TW Design,TW Design,TW Design,ACTIVE,服装服饰,男女集合,国内休闲
7134,Baniss,Baniss,Baniss,ACTIVE,服装服饰,男装,时尚
7135,L2,L2,L2,ACTIVE,服装服饰,男装,潮流
7136,NEW MAN,NEW MAN,NEW MAN,ACTIVE,服装服饰,男装,时尚
7137,LOSACOS,LOSACOS,LOSACOS,ACTIVE,服装服饰,男装,潮流
7534,满满海鲜酒楼,无,满满海鲜酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7535,海边人海洋主题餐厅,无,海边人海洋主题餐厅,ACTIVE,大型餐饮,主题餐厅,主题餐厅
7537,旺顺阁海鲜广场,无,旺顺阁海鲜广场,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
7538,花家怡园,无,花家怡园,ACTIVE,大型餐饮,大酒楼,大酒楼
7539,渔人码头,无,渔人码头,ACTIVE,大型餐饮,大酒楼,大酒楼
7540,千禧大酒楼,无,千禧大酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7541,渔公渔婆,无,渔公渔婆,ACTIVE,大型餐饮,大酒楼,大酒楼
7542,天天渔港,无,天天渔港,ACTIVE,大型餐饮,大酒楼,大酒楼
7543,四海一家,无,四海一家,ACTIVE,大型餐饮,大酒楼,大酒楼
7544,全聚德,无,全聚德,ACTIVE,大型餐饮,大酒楼,大酒楼
7545,广州蕉叶,无,广州蕉叶,ACTIVE,餐饮美食,异国餐饮,泰餐
7530,渝信川菜,无,渝信川菜,ACTIVE,大型餐饮,大酒楼,大酒楼
7531,蜀府,无,蜀府,ACTIVE,大型餐饮,大酒楼,大酒楼
7533,龙船人小海鲜,无,龙船人小海鲜,ACTIVE,大型餐饮,大酒楼,大酒楼
7547,便宜坊烤鸭,无,便宜坊烤鸭,ACTIVE,大型餐饮,大酒楼,大酒楼
11220,ARCTIC FOX,ARCTIC FOX,ARCTIC FOX,ACTIVE,生活精品,鞋品箱包,箱包
11221,阿克昵,ARCURR,阿克昵,ACTIVE,生活精品,运动,时尚运动
11223,APPLESHOP,无,APPLESHOP,ACTIVE,生活精品,时尚潮流,潮流集合
11230,阿卡邦童装,无,阿卡邦童装,ACTIVE,儿童业态,儿童零售,儿童服饰
11233,A02,A02,A02,ACTIVE,服装服饰,女装,少淑女
11234,A里,无,A里,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
11236,玛尔谢,无,玛尔谢,ACTIVE,服装服饰,女装,少淑女
11237,陆海空,无,陆海空,ACTIVE,服装服饰,男女集合,国内休闲
11238,90度咖啡小站,无,90度咖啡小站,ACTIVE,餐饮美食,饮品烘焙,咖啡店
6327,万达百货,VAN'S DEPT.STORE,万达百货,ACTIVE,大型零售,百货,流行百货
7494,阿兴记,无,阿兴记,ACTIVE,大型餐饮,大酒楼,大酒楼
7497,湘御府酒楼,无,湘御府酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7498,湘香天下酒楼,无,湘香天下酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7500,圆苑酒家,无,圆苑酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
7501,苏浙汇,无,苏浙汇,ACTIVE,大型餐饮,大酒楼,大酒楼
7502,西湖春天,无,西湖春天,ACTIVE,大型餐饮,大酒楼,大酒楼
7503,鹭鹭酒家,无,鹭鹭酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
9769,月芽儿,yueyaer,月芽儿,ACTIVE,生活精品,鞋品箱包,鞋品
7490,好食上,无,好食上,ACTIVE,大型餐饮,大酒楼,大酒楼
7491,峨眉小镇,无,峨眉小镇,ACTIVE,餐饮美食,中餐,川菜
9770,源味肥肠粉,无,源味肥肠粉,ACTIVE,餐饮美食,简餐,米线/米粉
9771,我型我秀,无,我型我秀,ACTIVE,体验业态,专业美护,美容美发
7559,黔香阁,无,黔香阁,ACTIVE,大型餐饮,大酒楼,大酒楼
7566,葡京,无,葡京,ACTIVE,餐饮美食,简餐,茶餐厅
7567,港丽,无,港丽,ACTIVE,餐饮美食,简餐,茶餐厅
7568,汤城小厨,无,汤城小厨,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
7569,太兴茶,无,太兴茶,ACTIVE,餐饮美食,简餐,茶餐厅
6938,卓姿乔雅,JORPOSE.JORYAH,卓姿乔雅,ACTIVE,服装服饰,女装,少淑女
6939,The carnaby,The carnaby,The carnaby,ACTIVE,服装服饰,女装,少淑女
6940,D'zzit,无,D'zzit,ACTIVE,服装服饰,女装,少淑女
6945,TOM AND JERRY,TOM AND JERRY,TOM AND JERRY,ACTIVE,服装服饰,女装,少淑女
9980,上海书城,无,上海书城,ACTIVE,大型零售,主题集合店,书城
9981,上海故事,无,上海故事,ACTIVE,生活精品,杂品配饰,配饰
10446,晶碧斋,无,晶碧斋,ACTIVE,生活精品,黄金珠宝,其他珠宝
10448,京都涮涮锅,无,京都涮涮锅,ACTIVE,餐饮美食,锅类,小涮锅
10450,晋家门,无,晋家门,ACTIVE,餐饮美食,中餐,晋菜
10454,金织坊,无,金织坊,ACTIVE,生活精品,家居家用,家居家饰
10455,金鑫珠宝,无,金鑫珠宝,ACTIVE,生活精品,黄金珠宝,钻石
10456,金象泰,无,金象泰,ACTIVE,餐饮美食,异国餐饮,泰餐
10458,金太子,无,金太子,ACTIVE,体验业态,专业美护,美容美发
10459,金顺石,无,金顺石,ACTIVE,餐饮美食,自助餐,烤涮自助
10462,金色童年,无,金色童年,ACTIVE,儿童业态,儿童服务,儿童配套服务
10463,金麦香手擀面,无,金麦香手擀面,ACTIVE,餐饮美食,简餐,中式面
10464,小海螺,无,小海螺,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
10466,金姬美,JIMGEM,金姬美,ACTIVE,生活精品,鞋品箱包,鞋品
6563,MYTENO,MYTENO,MYTENO,ACTIVE,服装服饰,女装,淑女
6564,naersi,naersi,naersi,ACTIVE,服装服饰,女装,淑女
6566,tangy,tangy,tangy,ACTIVE,服装服饰,女装,少淑女
6569,PETTEE PANE,PETTEE PANE,PETTEE PANE,ACTIVE,服装服饰,女装,淑女
6572,Pink Mary,Pink Mary,Pink Mary,ACTIVE,服装服饰,女装,少淑女
6574,芭蒂娜,无,芭蒂娜,ACTIVE,服装服饰,女装,淑女
6576,EITIE,EITIE,EITIE,ACTIVE,服装服饰,女装,少淑女
6577,MALIYISI,MALIYISI,MALIYISI,ACTIVE,服装服饰,女装,淑女
6579,DECOSTER,DECOSTER,DECOSTER,ACTIVE,服装服饰,女装,少淑女
6581,ANNASUSI,ANNASUSI,ANNASUSI,ACTIVE,服装服饰,女装,少淑女
6582,A.LerGin,A.LerGin,A.LerGin,ACTIVE,服装服饰,女装,淑女
6589,BERNINI,BERNINI,BERNINI,ACTIVE,服装服饰,女装,淑女
6592,Charming Point,Charming Point,Charming Point,ACTIVE,服装服饰,女装,少淑女
6594,CSLR,CSLR,CSLR,ACTIVE,服装服饰,女装,少淑女
6727,NIKKO,NIKKO,NIKKO,ACTIVE,生活精品,运动,户外运动
6729,ROXY,ROXY,ROXY,ACTIVE,生活精品,运动,时尚运动
6731,FILA,FILA,FILA,ACTIVE,生活精品,运动,时尚运动
6724,EXR,EXR,EXR,ACTIVE,生活精品,运动,时尚运动
6820,Agnes.b,Agnes.b,Agnes.b,ACTIVE,生活精品,鞋品箱包,箱包
6822,Armani Exchange,Armani Exchange,Armani Exchange,ACTIVE,服装服饰,男女集合,国内休闲
6824,CLUB MOANCO,CLUB MOANCO,CLUB MOANCO,ACTIVE,服装服饰,男女集合,国内休闲
1017167,极草?5X冬虫夏草,无,极草?5X冬虫夏草,ACTIVE,生活精品,烟酒食品,滋补保健
1017280,DISSONA,DISSONA,DISSONA,ACTIVE,生活精品,鞋品箱包,箱包
1017330,June.Wu,无,June.Wu,ACTIVE,生活精品,杂品配饰,配饰
1017331,AMASAMA,无,AMASAMA,ACTIVE,生活精品,杂品配饰,配饰
1017553,JUCY JUDY,无,JUCY JUDY,ACTIVE,服装服饰,女装,少淑女
1018468,本草记养生SPA,无,本草记养生SPA,ACTIVE,体验业态,专业美护,美容美发
1018615,Mr.CC&DD,无,Mr.CC&DD,ACTIVE,服装服饰,男装,潮流
1018647,三上料理,无,三上料理,ACTIVE,餐饮美食,异国餐饮,日式料理
1018657,家菜馆,无,家菜馆,ACTIVE,餐饮美食,中餐,杭帮菜
1018658,蓝铂湾,无,蓝铂湾,ACTIVE,体验业态,文化娱乐,体育竞技
1017155,哈动园,HADREAM LAND,哈动园,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1018665,彩虹心语,无,彩虹心语,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1017617,四季捞,无,四季捞,ACTIVE,餐饮美食,锅类,清汤火锅
1017618,南洋老爹,无,南洋老爹,ACTIVE,餐饮美食,异国餐饮,马来西亚餐
1017620,HPLY,无,HPLY,ACTIVE,服装服饰,女装,少淑女
1017624,木马王国,无,木马王国,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1017679,伊丽莎白,Elizabeth,伊丽莎白,ACTIVE,体验业态,专业美护,美容美发
1017680,尚艺美发,SUNESY,尚艺美发,ACTIVE,体验业态,专业美护,美容美发
7550,西贝海鲜商务酒楼,无,西贝海鲜商务酒楼,ACTIVE,餐饮美食,中餐,西北菜
7551,嘉鸾国际大酒店,无,嘉鸾国际大酒店,ACTIVE,主题体验,酒店,星级酒店
7552,恭启福参蟹馆,无,恭启福参蟹馆,ACTIVE,大型餐饮,大酒楼,大酒楼
7553,青莲酒家,无,青莲酒家,ACTIVE,大型餐饮,大酒楼,大酒楼
7554,青年餐厅,无,青年餐厅,ACTIVE,餐饮美食,中餐,川菜
7555,七彩云南大酒楼,无,七彩云南大酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7556,光明渔港,无,光明渔港,ACTIVE,大型餐饮,大酒楼,大酒楼
7557,王莉私房菜,无,王莉私房菜,ACTIVE,大型餐饮,大酒楼,大酒楼
6870,COZZI,COZZI,COZZI,ACTIVE,服装服饰,女装,淑女
6872,LAVINIA,LAVINIA,LAVINIA,ACTIVE,服装服饰,女装,淑女
10063,品味生活,无,品味生活,ACTIVE,生活精品,家居家用,家居家饰
10065,碰碰凉,无,碰碰凉,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
10944,奥丽侬,无,奥丽侬,ACTIVE,生活精品,家居家用,内衣袜品
10945,鎏恒色新锐少年,无,鎏恒色新锐少年,ACTIVE,儿童业态,儿童零售,儿童服饰
10055,普尔兰德,PURELAND,普尔兰德,ACTIVE,生活精品,运动,户外运动
10057,葡萄邂逅,无,葡萄邂逅,ACTIVE,生活精品,烟酒食品,烟酒茶
10058,菩提晶品,无,菩提晶品,ACTIVE,生活精品,杂品配饰,配饰
10059,集美,无,集美,ACTIVE,生活精品,个人护理,化妆品集合店
10060,婆婆妈妈粥坊,无,婆婆妈妈粥坊,ACTIVE,餐饮美食,简餐,中式快餐
10948,ODLP,无,ODLP,ACTIVE,服装服饰,女装,淑女
11072,茶与布朗,无,茶与布朗,ACTIVE,餐饮美食,饮品烘焙,奶茶
11073,茶窑,无,茶窑,ACTIVE,餐饮美食,饮品烘焙,奶茶
11074,茶舞功夫,无,茶舞功夫,ACTIVE,餐饮美食,饮品烘焙,奶茶
11075,茶奈儿,无,茶奈儿,ACTIVE,餐饮美食,饮品烘焙,奶茶
11076,中国茶叶,无,中国茶叶,ACTIVE,生活精品,烟酒食品,烟酒茶
11077,索爱时尚火锅,无,索爱时尚火锅,ACTIVE,餐饮美食,锅类,小涮锅
11078,草原狼磁化火锅,无,草原狼磁化火锅,ACTIVE,餐饮美食,锅类,清汤火锅
